/* DATA DESCRIPTION:
Citation:	Holbourn, A et al. (2015): Miocene stable isotope record of benthic foraminifera from IODP Site 321-U1337. doi:10.1594/PANGAEA.839740, 
	In Supplement to: Holbourn, Ann; Kuhnt, Wolfgang; Kochhann, Karlos GD; Andersen, Nils; Meier, KJ Sebastian (2015): Global perturbation of the carbon cycle at the onset of the Miocene Climatic Optimum. Geology, 43(2), 123-126, doi:10.1130/G36317.1
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 3.833000 * LONGITUDE: -123.206000
	MINIMUM DEPTH, sediment/rock: 298.130 m * MAXIMUM DEPTH, sediment/rock: 404.930 m
Event(s):	321-U1337 * LATITUDE: 3.833000 * LONGITUDE: -123.206000 * ELEVATION: -4476.0 m * CAMPAIGN: Exp321 (Pacific Equatorial Age Transect II / Juan de Fuca) (URI: doi:10.2204/iodp.proc.320321.2010) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment/rock is given in mbsf.
Parameter(s):	Sample code/label (Label) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, top/min [m] (Depth top) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: mbsf
	Depth, bottom/max [m] (Depth bot) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: mbsf
	Depth, composite top [mcd] (Depth c top) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de)
	AGE [ka BP] (Age) * GEOCODE
	Foraminifera, benthic d13C [per mil PDB] (Foram bent d13C) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: vs. VPDB
	Foraminifera, benthic d18O [per mil PDB] (Foram bent d18O) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: vs. VPDB
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	6348 data points
*/
Label	Depth [m]	Depth top [m]	Depth bot [m]	Depth c top [mcd]	Age [ka BP]	Foram bent d13C [per mil PDB]	Foram bent d18O [per mil PDB]
321-U1337C-26X-5,102-104	381.730	381.72	381.74	421.26	19350	0.868	1.800
321-U1337C-26X-5,112-114	381.830	381.82	381.84	421.36	19354	0.896	2.079
321-U1337C-26X-5,122-124	381.930	381.92	381.94	421.46	19358	0.753	1.883
321-U1337C-26X-5,132-134	382.030	382.02	382.04	421.56	19362	0.810	1.993
321-U1337C-26X-5,142-144	382.130	382.12	382.14	421.66	19366	0.769	2.019
321-U1337C-26X-6,2-4	382.230	382.22	382.24	421.76	19370	0.721	2.009
321-U1337C-26X-6,22-24	382.430	382.42	382.44	421.96	19378	0.875	1.645
321-U1337A-42X-1,12-14	386.130	386.12	386.14	422.02	19380	0.958	2.304
321-U1337A-42X-1,22-24	386.230	386.22	386.24	422.12	19385	0.792	1.976
321-U1337A-42X-1,32-34	386.330	386.32	386.34	422.22	19389	0.728	1.812
321-U1337A-42X-1,42-44	386.430	386.42	386.44	422.32	19393	0.921	1.833
321-U1337A-42X-1,52-54	386.530	386.52	386.54	422.42	19397	0.884	2.002
321-U1337A-42X-1,62-64	386.630	386.62	386.64	422.52	19401	0.723	2.074
321-U1337A-42X-1,72-74	386.730	386.72	386.74	422.62	19405	0.760	2.009
321-U1337A-42X-1,82-84	386.830	386.82	386.84	422.72	19409	0.922	2.079
321-U1337A-42X-1,92-94	386.930	386.92	386.94	422.82	19413	0.979	2.623
321-U1337A-42X-1,102-104	387.030	387.02	387.04	422.92	19417	0.769	1.958
321-U1337A-42X-1,112-114	387.130	387.12	387.14	423.02	19421	1.023	2.078
321-U1337A-42X-1,122-124	387.230	387.22	387.24	423.12	19425	0.951	1.907
321-U1337A-42X-1,132-134	387.330	387.32	387.34	423.22	19429	0.895	1.830
321-U1337A-42X-1,142-144	387.430	387.42	387.44	423.32	19433	1.002	1.946
321-U1337A-42X-2,3-5	387.540	387.53	387.55	423.43	19437	1.046	2.179
321-U1337A-42X-2,12-14	387.630	387.62	387.64	423.52	19441	0.665	1.920
321-U1337A-42X-2,22-24	387.730	387.72	387.74	423.62	19445	0.694	2.048
321-U1337A-42X-2,32-34	387.830	387.82	387.84	423.72	19449	0.699	2.178
321-U1337A-42X-2,42-44	387.930	387.92	387.94	423.82	19453	0.951	2.232
321-U1337A-42X-2,52-54	388.030	388.02	388.04	423.92	19457	1.016	1.956
321-U1337A-42X-2,62-64	388.130	388.12	388.14	424.02	19461	0.832	1.952
321-U1337A-42X-2,72-74	388.230	388.22	388.24	424.12	19465	1.031	1.791
321-U1337A-42X-2,82-84	388.330	388.32	388.34	424.22	19469	1.087	2.147
321-U1337A-42X-2,92-94	388.430	388.42	388.44	424.32	19473	0.958	2.095
321-U1337A-42X-2,102-104	388.530	388.52	388.54	424.42	19477	0.764	2.027
321-U1337A-42X-2,112-114	388.630	388.62	388.64	424.52	19481	0.691	2.089
321-U1337A-42X-2,122-124	388.730	388.72	388.74	424.62	19485	0.943	2.069
321-U1337A-42X-2,132-134	388.830	388.82	388.84	424.72	19489	0.924	2.031
321-U1337A-42X-2,142-144	388.930	388.92	388.94	424.82	19493	0.959	1.982
321-U1337A-42X-3,2-4	389.030	389.02	389.04	424.92	19497	0.945	1.930
321-U1337A-42X-3,12-14	389.130	389.12	389.14	425.02	19502	0.829	1.917
321-U1337A-42X-3,22-24	389.230	389.22	389.24	425.12	19506	0.776	1.898
321-U1337A-42X-3,32-34	389.330	389.32	389.34	425.22	19510	0.793	2.033
321-U1337A-42X-3,42-44	389.430	389.42	389.44	425.32	19514	0.702	1.949
321-U1337A-42X-3,52-54	389.530	389.52	389.54	425.42	19518	0.789	2.113
321-U1337A-42X-3,62-64	389.630	389.62	389.64	425.52	19522	0.756	2.080
321-U1337A-42X-3,72-74	389.730	389.72	389.74	425.62	19526	0.529	1.842
321-U1337A-42X-3,82-84	389.830	389.82	389.84	425.72	19530	0.483	1.768
321-U1337A-42X-3,92-94	389.930	389.92	389.94	425.82	19534	0.501	1.673
321-U1337A-42X-3,102-104	390.030	390.02	390.04	425.92	19538	0.588	1.776
321-U1337C-27X-1,22-24	384.530	384.52	384.54	426.03	19542	0.581	1.516
321-U1337C-27X-1,32-34	384.630	384.62	384.64	426.13	19546	0.702	1.664
321-U1337C-27X-1,42-44	384.730	384.72	384.74	426.23	19550	0.620	1.423
321-U1337C-27X-1,52-54	384.830	384.82	384.84	426.33	19554	0.431	1.216
321-U1337C-27X-1,62-64	384.930	384.92	384.94	426.43	19558	0.160	1.156
321-U1337C-27X-1,72-74	385.030	385.02	385.04	426.53	19561	0.304	1.306
321-U1337C-27X-1,82-84	385.130	385.12	385.14	426.63	19564	0.289	1.414
321-U1337C-27X-1,92-94	385.230	385.22	385.24	426.73	19566	0.654	1.829
321-U1337C-27X-1,102-104	385.330	385.32	385.34	426.83	19569	0.477	1.708
321-U1337C-27X-1,112-114	385.430	385.42	385.44	426.93	19571	0.577	1.789
321-U1337C-27X-1,122-124	385.530	385.52	385.54	427.03	19574	0.417	1.699
321-U1337C-27X-1,132-134	385.630	385.62	385.64	427.13	19577	0.461	1.534
321-U1337C-27X-2,2-4	385.830	385.82	385.84	427.33	19582	0.976	1.848
321-U1337C-27X-2,12-14	385.930	385.92	385.94	427.43	19585	0.666	1.641
321-U1337C-27X-2,22-24	386.030	386.02	386.04	427.53	19587	0.766	1.613
321-U1337C-27X-2,32-34	386.130	386.12	386.14	427.63	19590	0.711	1.619
321-U1337C-27X-2,42-44	386.230	386.22	386.24	427.73	19592	0.777	1.665
321-U1337C-27X-2,52-54	386.330	386.32	386.34	427.83	19595	0.771	1.853
321-U1337C-27X-2,62-64	386.430	386.42	386.44	427.93	19598	0.801	2.032
321-U1337C-27X-2,72-74	386.530	386.52	386.54	428.03	19600	0.782	1.733
321-U1337C-27X-2,82-84	386.630	386.62	386.64	428.13	19603	0.620	1.980
321-U1337C-27X-2,92-94	386.730	386.72	386.74	428.23	19605	0.853	1.945
321-U1337C-27X-2,102-104	386.830	386.82	386.84	428.33	19608	0.808	1.938
321-U1337C-27X-2,112-114	386.930	386.92	386.94	428.43	19611	0.649	1.911
321-U1337C-27X-2,122-124	387.030	387.02	387.04	428.53	19613	0.618	1.885
321-U1337C-27X-2,132-134	387.130	387.12	387.14	428.63	19616	0.695	1.775
321-U1337C-27X-2,142-144	387.230	387.22	387.24	428.73	19619	0.736	1.812
321-U1337C-27X-3,2-4	387.330	387.32	387.34	428.83	19621	0.571	1.758
321-U1337C-27X-3,12-14	387.430	387.42	387.44	428.93	19624	0.722	1.746
321-U1337C-27X-3,22-24	387.530	387.52	387.54	429.03	19626	0.484	1.420
321-U1337C-27X-3,32-34	387.630	387.62	387.64	429.13	19629	0.344	1.356
321-U1337C-27X-3,42-44	387.730	387.72	387.74	429.23	19632	0.205	1.228
321-U1337C-27X-3,52-54	387.830	387.82	387.84	429.33	19636	0.306	1.337
321-U1337C-27X-3,62-64	387.930	387.92	387.94	429.43	19640	0.210	1.385
321-U1337C-27X-3,72-74	388.030	388.02	388.04	429.53	19644	0.246	1.289
321-U1337C-27X-3,82-84	388.130	388.12	388.14	429.63	19648	0.316	1.359
321-U1337C-27X-3,92-94	388.230	388.22	388.24	429.73	19652	0.650	1.830
321-U1337C-27X-3,102-104	388.330	388.32	388.34	429.83	19656	0.573	1.791
321-U1337C-27X-3,112-114	388.430	388.42	388.44	429.93	19660	0.564	1.588
321-U1337C-27X-3,122-124	388.530	388.52	388.54	430.03	19664	0.411	1.565
321-U1337C-27X-3,132-134	388.630	388.62	388.64	430.13	19668	0.346	1.358
321-U1337C-27X-3,142-144	388.730	388.72	388.74	430.23	19672	0.319	1.305
321-U1337C-27X-4,2-4	388.830	388.82	388.84	430.33	19676	0.202	1.470
321-U1337C-27X-4,12-14	388.930	388.92	388.94	430.43	19680	0.343	1.224
321-U1337C-27X-4,22-24	389.030	389.02	389.04	430.53	19684	0.870	1.706
321-U1337C-27X-4,32-34	389.130	389.12	389.14	430.63	19688	0.757	1.829
321-U1337C-27X-4,42-44	389.230	389.22	389.24	430.73	19692	0.545	1.697
321-U1337C-27X-4,52-54	389.330	389.32	389.34	430.83	19696	0.195	1.620
321-U1337C-27X-4,62-64	389.430	389.42	389.44	430.93	19700	0.600	1.370
321-U1337C-27X-4,72-74	389.530	389.52	389.54	431.03	19704	0.816	1.920
321-U1337C-27X-4,82-84	389.630	389.62	389.64	431.13	19708	0.865	1.997
321-U1337C-27X-4,92-94	389.730	389.72	389.74	431.23	19712	0.823	1.663
321-U1337C-27X-4,102-104	389.830	389.82	389.84	431.33	19716	0.769	1.824
321-U1337A-43X-1,32-34	395.930	395.92	395.94	431.43	19720	0.572	1.515
321-U1337A-43X-1,42-44	396.030	396.02	396.04	431.53	19724	0.627	1.597
321-U1337A-43X-1,52-54	396.130	396.12	396.14	431.63	19728	0.753	1.579
321-U1337A-43X-1,62-64	396.230	396.22	396.24	431.73	19733	0.805	1.713
321-U1337A-43X-1,72-74	396.330	396.32	396.34	431.83	19737	0.803	1.687
321-U1337A-43X-1,82-84	396.430	396.42	396.44	431.93	19741	0.773	1.546
321-U1337A-43X-1,92-94	396.530	396.52	396.54	432.03	19745	0.767	1.601
321-U1337A-43X-1,102-104	396.630	396.62	396.64	432.13	19749	0.485	1.341
321-U1337A-43X-1,112-114	396.730	396.72	396.74	432.23	19753	0.390	1.385
321-U1337A-43X-1,122-124	396.830	396.82	396.84	432.33	19757	0.295	1.184
321-U1337A-43X-1,132-134	396.930	396.92	396.94	432.43	19761	0.260	1.095
321-U1337A-43X-1,142-144	397.030	397.02	397.04	432.53	19765	0.269	1.091
321-U1337A-43X-2,2-4	397.130	397.12	397.14	432.63	19768	0.550	1.538
321-U1337A-43X-2,12-14	397.230	397.22	397.24	432.73	19771	0.465	1.781
321-U1337A-43X-2,22-24	397.330	397.32	397.34	432.83	19774	0.843	2.345
321-U1337A-43X-2,32-34	397.430	397.42	397.44	432.93	19777	0.936	2.267
321-U1337A-43X-2,42-44	397.530	397.52	397.54	433.03	19780	0.741	1.842
321-U1337A-43X-2,52-54	397.630	397.62	397.64	433.13	19783	0.638	1.830
321-U1337A-43X-2,62-64	397.730	397.72	397.74	433.23	19786	0.815	1.845
321-U1337A-43X-2,72-74	397.830	397.82	397.84	433.33	19789	0.993	2.085
321-U1337A-43X-2,82-84	397.930	397.92	397.94	433.43	19792	0.935	2.083
321-U1337A-43X-2,92-94	398.030	398.02	398.04	433.53	19795	0.939	2.050
321-U1337A-43X-2,102-104	398.130	398.12	398.14	433.63	19798	0.679	2.041
321-U1337A-43X-2,112-114	398.230	398.22	398.24	433.73	19801	0.745	1.945
321-U1337A-43X-2,122-124	398.330	398.32	398.34	433.83	19804	0.663	1.907
321-U1337A-43X-2,132-134	398.430	398.42	398.44	433.93	19807	0.783	2.026
321-U1337A-43X-2,142-144	398.530	398.52	398.54	434.03	19810	0.791	2.167
321-U1337A-43X-3,2-4	398.630	398.62	398.64	434.13	19813	0.760	2.072
321-U1337A-43X-3,12-14	398.730	398.72	398.74	434.23	19816	0.740	2.052
321-U1337A-43X-3,22-24	398.830	398.82	398.84	434.33	19819	0.820	2.244
321-U1337A-43X-3,32-34	398.930	398.92	398.94	434.43	19822	0.765	2.139
321-U1337A-43X-3,42-44	399.030	399.02	399.04	434.53	19825	0.571	2.183
321-U1337A-43X-3,52-54	399.130	399.12	399.14	434.63	19829	0.958	2.283
321-U1337A-43X-3,62-64	399.230	399.22	399.24	434.73	19832	0.855	2.118
321-U1337A-43X-3,72-74	399.330	399.32	399.34	434.83	19835	0.990	2.227
321-U1337A-43X-3,82-84	399.430	399.42	399.44	434.93	19838	0.898	1.995
321-U1337A-43X-3,92-94	399.530	399.52	399.54	435.03	19841	0.730	1.630
321-U1337A-43X-3,102-104	399.630	399.62	399.64	435.13	19844	0.823	1.927
321-U1337A-43X-3,112-114	399.730	399.72	399.74	435.23	19848	0.818	1.942
321-U1337A-43X-3,122-124	399.830	399.82	399.84	435.33	19851	0.818	1.827
321-U1337A-43X-3,132-134	399.930	399.92	399.94	435.43	19855	0.760	1.754
321-U1337A-43X-3,140-142	400.010	400.00	400.02	435.51	19858	0.694	1.736
321-U1337A-43X-4,4-6	400.130	400.12	400.14	435.63	19862	0.457	1.530
321-U1337A-43X-4,12-14	400.230	400.22	400.24	435.73	19866	0.581	1.677
321-U1337A-43X-4,22-24	400.330	400.32	400.34	435.83	19870	0.838	1.768
321-U1337A-43X-4,32-34	400.430	400.42	400.44	435.93	19873	0.772	1.976
321-U1337A-43X-4,42-44	400.530	400.52	400.54	436.03	19877	0.730	1.974
321-U1337A-43X-4,52-54	400.630	400.62	400.64	436.13	19880	0.682	1.959
321-U1337A-43X-4,62-64	400.730	400.72	400.74	436.23	19884	0.644	2.066
321-U1337A-43X-4,72-74	400.830	400.82	400.84	436.33	19888	0.692	2.033
321-U1337A-43X-4,82-84	400.930	400.92	400.94	436.43	19891	0.706	2.096
321-U1337A-43X-4,92-94	401.030	401.02	401.04	436.53	19895	0.673	1.892
321-U1337A-43X-4,102-104	401.130	401.12	401.14	436.63	19899	0.653	1.911
321-U1337A-43X-4,112-114	401.230	401.22	401.24	436.73	19902	0.343	1.757
321-U1337A-43X-4,122-124	401.330	401.32	401.34	436.83	19906	0.426	1.791
321-U1337A-43X-4,132-134	401.430	401.42	401.44	436.93	19909	0.715	1.942
321-U1337A-43X-4,142-144	401.530	401.52	401.54	437.03	19913	0.714	1.821
321-U1337A-43X-5,2-4	401.630	401.62	401.64	437.13	19917	0.647	1.756
321-U1337A-43X-5,12-14	401.730	401.72	401.74	437.23	19920	0.626	1.562
321-U1337A-43X-5,22-24	401.830	401.82	401.84	437.33	19924	0.717	1.741
321-U1337A-43X-5,32-34	401.930	401.92	401.94	437.43	19927	0.527	1.555
321-U1337A-43X-5,42-44	402.030	402.02	402.04	437.53	19931	0.316	1.482
321-U1337A-43X-5,52-54	402.130	402.12	402.14	437.63	19935	0.115	1.481
321-U1337A-43X-5,62-64	402.230	402.22	402.24	437.73	19938	0.502	1.815
321-U1337A-43X-5,72-74	402.330	402.32	402.34	437.83	19942	0.611	1.820
321-U1337A-43X-5,82-84	402.430	402.42	402.44	437.93	19945	0.508	1.532
321-U1337A-43X-5,92-94	402.530	402.52	402.54	438.03	19949	0.635	1.673
321-U1337A-43X-5,102-104	402.630	402.62	402.64	438.13	19952	0.407	1.687
321-U1337A-43X-5,112-114	402.730	402.72	402.74	438.23	19956	0.296	1.512
321-U1337A-43X-5,122-124	402.830	402.82	402.84	438.33	19959	0.384	1.521
321-U1337A-43X-5,132-134	402.930	402.92	402.94	438.43	19963	0.503	1.786
321-U1337A-43X-5,142-144	403.030	403.02	403.04	438.53	19966	0.682	1.862
321-U1337A-43X-6,2-4	403.130	403.12	403.14	438.63	19970	0.652	1.664
321-U1337A-43X-6,12-14	403.230	403.22	403.24	438.73	19973	0.673	1.611
321-U1337A-43X-6,22-24	403.330	403.32	403.34	438.83	19977	0.711	1.838
321-U1337A-43X-6,32-34	403.430	403.42	403.44	438.93	19980	0.393	1.583
321-U1337A-43X-6,42-44	403.530	403.52	403.54	439.03	19984	0.320	1.799
321-U1337A-43X-6,52-54	403.630	403.62	403.64	439.13	19987	0.584	2.112
321-U1337A-43X-6,62-64	403.730	403.72	403.74	439.23	19991	0.462	1.850
321-U1337A-43X-6,72-74	403.830	403.82	403.84	439.33	19994	0.455	1.864
321-U1337A-43X-6,82-84	403.930	403.92	403.94	439.43	19998	0.392	1.610
321-U1337A-43X-6,92-94	404.030	404.02	404.04	439.53	20001	0.561	1.630
321-U1337A-43X-7,2-4	404.130	404.12	404.14	439.63	20005	0.053	1.362
321-U1337A-43X-7,12-14	404.230	404.22	404.24	439.73	20008	0.220	1.420
321-U1337A-43X-7,22-24	404.330	404.32	404.34	439.83	20011	0.116	1.513
321-U1337A-43X-7,32-34	404.430	404.42	404.44	439.93	20015	0.431	1.753
321-U1337A-43X-7,42-44	404.530	404.52	404.54	440.03	20018	0.184	1.533
321-U1337A-43X-7,52-54	404.630	404.62	404.64	440.13	20022	0.320	1.407
321-U1337A-43X-7,62-64	404.730	404.72	404.74	440.23	20025	0.501	1.477
321-U1337A-43X-7,72-74	404.830	404.82	404.84	440.33	20029	0.431	1.359
321-U1337A-43X-7,82-84	404.930	404.92	404.94	440.43	20032	0.189	1.162
